InvoiceID,CustomerID,CreditCard,SupervisorID,Quantity,Price,Freight,OrderDate
12949,LB52,2243-2396-6003-6074,sup02,89,43.78,20.69,2020-10-13
12950,ZJ27,2373-6409-1800-0265,sup45,98,90.21,10.55,2020-09-02
12951,JQ87,0404-5316-9256-9871,sup93,93,43.2,22.37,2020-09-14
12952,HD42,9651-0014-0291-2270,sup69,25,81.96,19.91,2020-10-08
12953,NY99,3017-2238-6290-1527,sup05,77,29.07,14.5,2020-08-25
12954,YO59,0890-1964-6841-0780,sup79,3,34.53,16.96,2020-09-21
12955,HD74,4400-0866-6202-8182,sup09,4,93.08,21.84,2020-08-16
12956,CH71,3719-3953-4782-0253,sup96,50,35.18,27.22,2020-09-10
12957,RC95,7250-0110-3854-2726,sup14,20,92.28,18.79,2020-08-29
12958,FM81,3311-7079-0131-5473,sup33,24,69.17,13.86,2020-08-23
12959,FW54,7043-2189-6125-1013,sup27,19,81.4,14.95,2020-09-12
12960,WX54,0991-7515-5853-4241,sup26,93,58.13,11.97,2020-08-29
12961,VD09,2076-6833-8804-0998,sup03,4,87.03,28.6,2020-09-04
12962,UX87,1128-9643-0482-0264,sup64,15,35.93,25.39,2020-08-22
12963,KW80,4585-9549-1192-5610,sup77,99,37.21,26.49,2020-08-15
12964,KF62,4002-8550-8650-7348,sup04,98,69.16,22.55,2020-08-16
12965,JD20,0736-5914-5118-0847,sup49,66,81.23,24.42,2020-08-26
12966,KA60,0633-8188-1282-2742,sup86,64,45.26,19.71,2020-10-07
12967,UC81,6660-5078-8930-8661,sup98,2,68.64,12.26,2020-09-05
12968,VV65,0128-4591-8507-3134,sup69,97,97.24,28.29,2020-10-10
12969,BP48,2680-8455-7950-8151,sup95,32,85.18,21.38,2020-09-16
12970,NO79,8905-1782-9202-2668,sup39,87,54.67,23.69,2020-09-18
12971,XZ61,6929-1146-8725-2254,sup42,72,31.45,15.62,2020-08-27
12972,VY66,5792-3846-3716-4551,sup41,84,45.22,23.79,2020-09-26
12973,VQ22,7989-5840-7622-0614,sup03,31,67.98,12.72,2020-09-05
12974,QB73,8451-6138-3865-5759,sup01,34,70.83,18.07,2020-09-08
12975,CQ53,8886-0362-1859-8154,sup78,82,97.34,23.82,2020-09-08
12976,AF57,8096-2739-6295-5631,sup91,20,89.02,15.13,2020-08-15
12977,SA38,1228-4269-8218-6473,sup03,97,31.72,29.47,2020-09-27
12978,WZ42,2297-7011-1822-9231,sup47,52,86.97,15.92,2020-09-22
12979,TO92,2876-4675-0543-7190,sup23,25,28.93,11.54,2020-08-25
12980,SR68,2910-2917-3945-9356,sup17,33,40.12,25.43,2020-09-20
12981,UO33,6390-7909-0961-4142,sup65,29,54.84,26.49,2020-08-30
12982,VV48,2866-6429-5544-1413,sup63,49,34.79,14.11,2020-09-13
12983,OD82,8966-4317-6400-1654,sup12,39,44.86,19.44,2020-10-10
12984,ZP04,6153-0924-3978-3760,sup33,42,67.0,28.84,2020-10-07
12985,VC44,3064-5042-4942-9568,sup35,70,41.46,18.22,2020-10-09
12986,OL56,9036-0559-6077-9042,sup11,100,38.34,20.98,2020-10-06
12987,RY29,9915-1466-5465-9130,sup89,35,27.24,11.67,2020-09-25
12988,RP47,4981-4371-0558-9564,sup03,43,83.11,16.85,2020-09-16
12989,SN34,6485-4603-7293-1922,sup55,41,99.3,29.17,2020-10-12
12990,ZT02,1747-8775-9123-4457,sup45,26,72.77,23.12,2020-09-05
12991,SX91,5540-2347-2847-3125,sup89,6,92.43,11.48,2020-08-29
12992,XP06,6878-5111-0969-7528,sup08,97,93.36,25.02,2020-09-23
12993,BT90,6452-2672-1708-2359,sup73,58,51.8,11.26,2020-08-25
12994,RB29,3717-0829-8028-9196,sup22,27,76.89,24.62,2020-09-06
12995,ZR58,5473-3827-4662-1162,sup87,16,72.22,18.71,2020-08-26
12996,TM79,4022-8797-5407-2741,sup55,34,97.05,15.82,2020-10-03
12997,JC36,1949-9306-1233-0521,sup85,68,41.2,18.13,2020-09-30
12998,SF00,9175-4865-1669-3945,sup07,61,84.8,19.89,2020-10-02
12999,IJ94,2321-2816-6337-1997,sup54,14,77.96,23.59,2020-10-07
13000,BW20,8275-6768-0328-2284,sup56,54,85.26,15.69,2020-10-02
13001,KQ31,9493-2081-4042-4201,sup38,85,65.09,11.38,2020-09-17
13002,RX14,6999-8885-5813-8817,sup28,83,61.2,14.26,2020-10-05
13003,QG67,0718-6180-8381-3882,sup97,15,61.02,15.42,2020-08-24
13004,DJ32,1249-8405-9542-6540,sup84,25,77.82,21.81,2020-10-10
13005,CE25,3770-0314-6142-2896,sup86,21,28.07,29.8,2020-09-11
13006,DX77,4662-8935-5513-5436,sup18,12,71.72,19.87,2020-09-08
13007,VY67,8593-2869-6811-3508,sup88,98,45.04,16.72,2020-09-19
13008,YF63,6481-5995-0034-5970,sup74,100,21.21,21.81,2020-09-15
13009,GE30,7763-3617-3334-2525,sup13,63,88.52,23.67,2020-08-28
13010,YN13,1168-5450-6003-4032,sup00,75,42.71,24.42,2020-08-21
13011,KL43,8963-8692-8316-5664,sup12,80,37.72,11.8,2020-09-22
13012,NO03,2129-7557-5609-2758,sup73,53,72.3,20.2,2020-10-12
13013,CU05,4329-1225-3348-4466,sup28,3,76.41,16.76,2020-10-08
13014,YD76,1542-6541-6893-7268,sup10,54,78.43,16.99,2020-09-27
13015,HT68,7887-3783-5964-7067,sup81,26,69.78,17.09,2020-08-22
13016,TR13,2469-7305-8829-9885,sup91,40,71.99,27.03,2020-09-16
13017,HS15,2963-8168-7793-4608,sup26,73,97.97,28.28,2020-10-13
13018,AC78,6472-8347-3543-1633,sup00,28,23.78,28.56,2020-09-20
13019,TP17,1142-3027-7837-5588,sup90,16,32.01,18.66,2020-08-17
13020,TZ80,2976-0609-9670-8842,sup89,66,43.58,13.05,2020-10-11
13021,LE96,7946-9003-6526-2509,sup26,31,92.56,14.83,2020-08-16
13022,WF01,0296-9100-5954-2809,sup82,59,37.41,15.17,2020-09-22
13023,SX97,6869-9019-5551-9540,sup59,53,46.9,28.75,2020-08-14
13024,RQ06,3791-2783-3004-0985,sup02,67,56.69,12.62,2020-08-17
13025,XA81,6719-3235-3023-4300,sup50,37,65.73,12.34,2020-08-19
13026,WF74,8923-1234-7510-1725,sup38,10,69.73,11.47,2020-08-15
13027,YJ24,7375-3725-1681-3338,sup77,68,95.5,12.54,2020-09-12
13028,PZ37,4450-5518-0032-0123,sup77,47,96.77,28.71,2020-08-23
13029,SR70,3682-3905-3336-0633,sup39,76,40.22,12.63,2020-09-10
13030,ZW21,5526-0634-5511-5824,sup67,10,88.14,28.84,2020-09-20
13031,YQ62,5499-0339-5512-0141,sup49,28,34.04,17.93,2020-09-03
13032,HQ75,3366-3496-9738-3232,sup91,97,81.6,27.65,2020-08-28
13033,MC40,1088-4801-7017-7677,sup18,30,43.21,12.34,2020-10-01
13034,FY08,8691-1323-0198-0472,sup73,90,72.02,12.73,2020-09-09
13035,OS83,1775-1433-1484-1514,sup79,51,79.1,14.45,2020-09-29
13036,RG66,4470-9776-8777-7175,sup59,83,52.65,13.24,2020-08-23
13037,UF04,1776-6825-9821-3952,sup07,54,24.42,11.05,2020-09-30
13038,VE64,5405-5881-6544-5068,sup44,94,28.32,18.94,2020-09-26
13039,OS26,1607-6074-5653-6086,sup59,84,91.18,12.18,2020-10-01
13040,QY44,3150-5893-6237-6092,sup35,96,25.36,12.27,2020-09-22
13041,RH02,5690-6746-2814-5620,sup63,21,99.45,16.54,2020-10-12
13042,NO85,6711-3066-5340-4757,sup19,21,31.56,28.45,2020-09-16
13043,RO96,9488-1589-2623-7419,sup64,92,38.06,12.24,2020-08-30
13044,PZ79,1337-0900-5013-5947,sup49,88,24.74,20.65,2020-09-24
13045,PA35,2223-7111-0067-4170,sup89,37,79.09,16.04,2020-10-10
13046,NB56,6266-3303-7861-3381,sup99,27,24.81,28.69,2020-10-06
13047,AP56,1764-3780-3648-1234,sup24,18,63.11,23.34,2020-08-22
13048,KL17,1143-3287-0066-5904,sup43,13,22.32,28.65,2020-10-01
13049,FU89,4179-6511-3218-6899,sup01,37,89.77,23.32,2020-09-19
13050,VR84,6843-4913-5170-1835,sup04,33,77.47,23.04,2020-09-14
13051,YP38,4146-6065-8766-4277,sup35,3,79.6,11.06,2020-10-07
13052,XX32,1583-6936-5944-1807,sup35,97,71.25,14.74,2020-09-29
13053,AG00,4925-6923-6359-4689,sup66,19,93.78,16.58,2020-09-15
13054,PC28,1487-8976-2195-3752,sup49,77,24.73,10.82,2020-09-16
13055,FL72,0367-9370-8370-2590,sup77,64,75.96,20.64,2020-10-08
13056,GF58,4274-5386-8736-1077,sup32,38,43.5,16.71,2020-09-26
13057,TD39,9302-6614-5142-1646,sup15,37,38.04,14.03,2020-09-11
13058,ND96,9706-1141-5935-4202,sup23,83,76.55,25.52,2020-09-22
13059,VK30,3551-5005-2591-1280,sup94,24,27.36,23.06,2020-10-12
13060,MM27,7996-5504-3592-1558,sup95,30,99.34,29.74,2020-09-16
13061,SN33,9175-7150-5661-8326,sup16,82,62.73,21.37,2020-09-17
13062,QA96,6229-2401-7518-8799,sup05,8,80.3,11.29,2020-09-13
13063,II20,5987-0940-5303-8811,sup73,46,22.48,22.07,2020-09-21
13064,AX56,6780-9060-5471-2955,sup55,5,35.54,10.01,2020-09-27
13065,JM40,2129-5998-9799-9497,sup29,29,74.54,24.61,2020-08-17
13066,KO87,0344-7065-7375-0850,sup96,14,54.7,12.21,2020-09-21
13067,GL85,1733-9845-0927-3390,sup06,42,73.36,11.69,2020-08-15
13068,LK72,7373-7744-4159-5095,sup74,85,30.22,28.53,2020-08-18
13069,MB53,2705-6694-0621-4153,sup07,42,22.82,29.81,2020-08-22
13070,MD34,1511-5055-4548-4687,sup38,94,90.07,25.87,2020-09-24
13071,RU42,9367-6359-3004-0573,sup19,80,85.32,14.29,2020-08-22
13072,BY01,8891-8783-3132-8400,sup26,43,61.65,12.26,2020-10-02
13073,HC37,0513-0690-3575-4539,sup79,83,65.4,21.33,2020-09-06
13074,NU76,1879-2967-1192-3303,sup09,82,82.83,26.2,2020-09-23
13075,BM58,7222-7838-6087-6693,sup05,16,48.91,26.11,2020-10-10
13076,DZ19,6427-4545-5839-6531,sup43,87,39.98,15.18,2020-09-06
13077,IM65,8518-6111-2941-9195,sup90,14,94.03,22.6,2020-08-28
13078,WC55,8729-8925-6125-1198,sup97,23,90.69,20.5,2020-09-24
13079,FV93,1214-3489-1110-8993,sup74,99,65.56,17.41,2020-09-15
13080,II62,5565-6089-3247-2494,sup18,31,78.61,10.79,2020-09-27
13081,ZA10,1781-7987-4825-1785,sup46,69,83.17,29.54,2020-10-01
13082,MB09,2119-1712-9346-5574,sup86,46,40.73,29.7,2020-08-22
13083,SZ20,1216-9498-3770-7137,sup14,6,29.56,24.09,2020-09-24
13084,TR93,1610-2090-5915-7097,sup06,41,55.01,22.32,2020-08-23
13085,TU83,7350-2245-9852-7828,sup78,2,55.72,11.56,2020-09-29
13086,WO03,3166-1656-9975-3140,sup42,1,97.23,11.6,2020-09-10
13087,YN59,4351-5955-9513-8845,sup77,34,68.35,15.16,2020-09-28
13088,ZQ59,0301-8964-7704-6930,sup39,49,43.31,16.72,2020-08-29
13089,TE85,5842-4893-8999-5197,sup26,57,49.02,27.31,2020-09-07
13090,FZ87,3869-3504-0846-5838,sup92,19,97.43,25.99,2020-09-23
13091,WY89,0977-9098-1116-1240,sup99,85,38.82,23.49,2020-10-02
13092,PY91,9963-8603-2464-9457,sup33,40,76.14,23.52,2020-09-21
13093,OH03,1563-2671-4315-5348,sup18,15,42.66,22.97,2020-08-23
13094,IK68,8556-1414-2294-2068,sup73,28,85.45,25.52,2020-08-19
13095,XE89,6281-4099-2156-5870,sup66,89,55.67,19.32,2020-10-03
13096,NR87,0386-6091-3340-9263,sup61,93,97.44,23.37,2020-08-19
13097,QQ05,3515-4583-6780-6116,sup25,64,77.84,21.38,2020-09-07
13098,EJ22,2156-8609-8156-3774,sup30,95,73.88,12.12,2020-08-24
13099,YQ67,4378-9812-5637-9099,sup93,99,41.23,18.57,2020-09-17
13100,FB12,2386-3881-1542-8742,sup60,10,44.95,23.0,2020-09-08
13101,SG28,6552-5330-1041-5841,sup42,28,57.79,13.49,2020-10-11
13102,ZK76,6291-1821-0420-8962,sup20,53,36.71,20.65,2020-08-24
13103,ER19,1513-5859-0783-0353,sup33,12,59.68,29.51,2020-08-24
13104,WU07,6857-7261-0607-2102,sup99,22,81.91,22.14,2020-09-30
13105,XP86,7984-6432-2425-4491,sup53,20,96.14,19.24,2020-08-18
13106,LY85,5618-2404-7011-5379,sup50,75,49.16,10.77,2020-09-08
13107,PV93,1513-4114-0628-8570,sup29,72,61.69,23.84,2020-10-03
13108,SQ83,7392-2192-4444-6806,sup51,26,32.91,24.25,2020-10-02
13109,MM85,1725-4922-9507-2292,sup95,89,98.51,15.43,2020-09-16
13110,KK83,2314-2112-1460-2800,sup70,84,23.47,20.16,2020-08-17
13111,XI55,3154-4851-3227-4237,sup10,26,63.56,12.84,2020-09-29
13112,OF57,2764-9318-5440-5557,sup71,46,73.12,15.43,2020-08-20
13113,XN54,2819-5160-4025-5024,sup35,28,99.37,14.28,2020-10-09
13114,BY85,6612-8455-3197-4138,sup79,6,62.08,28.5,2020-10-09
13115,ES78,9661-5091-4440-6203,sup38,60,92.99,28.32,2020-09-04
13116,HX34,5489-4685-7299-7280,sup00,23,58.61,19.39,2020-09-30
13117,TT43,6476-8038-2155-3486,sup45,44,90.69,22.17,2020-09-10
13118,RI36,6060-2927-2557-0317,sup63,84,37.54,21.77,2020-08-31
13119,VH53,2519-8103-5533-4874,sup75,10,34.78,18.21,2020-09-02
13120,LV71,6960-6053-9690-8435,sup30,59,73.46,28.23,2020-09-28
13121,EU87,6067-5268-4121-1313,sup90,79,52.32,19.11,2020-10-08
13122,GG07,3989-4700-6496-3140,sup77,45,92.12,20.88,2020-08-27
13123,VV32,6102-8460-8614-3916,sup42,85,49.33,15.23,2020-09-20
13124,ML16,2660-8453-0618-5086,sup84,97,83.59,19.51,2020-09-23
13125,GD12,6502-6668-0595-5716,sup58,18,21.8,23.63,2020-10-13
13126,FA84,8574-4948-7014-1049,sup38,99,31.99,29.13,2020-09-16
13127,OU97,5804-2386-3341-5654,sup08,80,99.68,12.74,2020-09-25
13128,BS86,3919-6180-3115-7870,sup59,60,50.6,13.98,2020-09-12
13129,WQ05,1810-3796-6751-9156,sup51,70,96.37,11.65,2020-10-05
13130,GK75,1332-8887-4845-2822,sup32,63,55.08,23.59,2020-09-19
13131,IU09,1376-0996-7471-8629,sup81,30,74.49,19.64,2020-10-12
13132,IT00,3513-9796-2605-7274,sup92,16,58.08,25.51,2020-08-22
13133,OM12,1048-6379-5848-5306,sup24,39,38.01,26.6,2020-10-05
13134,IF96,1410-1534-7733-1341,sup49,58,31.87,14.6,2020-08-31
13135,CM51,0477-8179-8132-2427,sup05,98,21.88,16.49,2020-09-05
13136,JU43,3674-3445-1483-7802,sup66,87,53.29,13.51,2020-09-23
13137,BF89,7915-2200-3211-5097,sup43,36,26.93,11.7,2020-09-14
13138,CI14,6017-1852-2118-3281,sup67,88,93.36,26.57,2020-09-17
13139,TM50,0533-9252-1967-8217,sup82,78,65.15,27.57,2020-09-30
13140,LS10,5072-9939-9805-2640,sup28,2,78.09,14.6,2020-10-11
13141,VD39,0563-5327-4986-2424,sup74,10,41.52,26.63,2020-10-05
13142,MU90,2884-1492-1202-5739,sup69,43,43.9,29.88,2020-08-15
13143,GI84,2813-4606-2789-5722,sup94,48,92.44,17.19,2020-10-06
13144,RK92,5128-8533-7583-0493,sup20,96,54.32,16.67,2020-08-18
13145,EA75,6453-7323-8762-0568,sup04,95,72.85,21.96,2020-09-21
13146,MA69,9756-4847-7249-1971,sup62,90,53.1,10.24,2020-09-23
13147,DQ93,9035-7554-5890-3956,sup90,64,89.25,26.21,2020-09-26
13148,OX10,2769-3690-9052-1503,sup32,68,88.5,29.8,2020-09-15
13149,NU29,2576-3226-1905-1998,sup23,48,56.57,18.57,2020-09-28
13150,NV19,2159-6312-6350-0133,sup65,71,47.71,29.38,2020-10-03
13151,WG78,0458-3489-3077-2591,sup59,68,20.75,11.38,2020-09-14
13152,DC52,7089-7834-1804-1660,sup43,54,57.53,22.41,2020-10-08
13153,QT46,5476-0925-7239-8866,sup59,35,65.54,29.27,2020-09-22
13154,CC61,8252-7149-4480-6747,sup63,14,33.44,11.86,2020-09-17
13155,ON62,9913-8916-5647-4314,sup11,100,89.54,26.04,2020-09-15
13156,RO98,5668-2686-8844-5323,sup44,4,79.47,19.01,2020-09-16
13157,AB10,6006-9498-5065-4685,sup54,90,26.88,29.35,2020-08-28
13158,GS74,4754-3779-6880-3721,sup61,61,73.86,10.42,2020-09-16
13159,JV64,3700-4774-6848-5855,sup08,62,41.5,29.51,2020-09-15
13160,PK87,2146-5092-5905-4919,sup83,45,61.41,14.07,2020-08-29
13161,BZ59,9935-5782-9522-7039,sup92,90,63.58,29.21,2020-09-23
13162,YW12,2056-6066-4388-7860,sup27,43,58.07,26.18,2020-08-19
13163,HL34,3082-7563-8173-7257,sup83,57,52.84,17.94,2020-09-07
13164,XR49,4161-4952-2317-1304,sup33,57,20.7,25.91,2020-09-07
13165,NL41,2759-5687-9048-4637,sup02,60,86.6,13.88,2020-09-24
13166,CM03,4296-0656-0586-8726,sup46,83,50.67,12.97,2020-08-21
13167,ON87,6714-9008-9590-3994,sup01,43,82.82,18.51,2020-09-27
13168,WS15,4887-3528-2586-8831,sup84,65,69.45,20.61,2020-09-06
13169,IW83,8792-7221-0327-5659,sup70,49,97.58,23.72,2020-09-09
13170,IA35,2812-5584-4262-2183,sup32,52,55.46,23.82,2020-09-02
13171,FN34,9332-7906-3094-7454,sup42,96,66.58,12.81,2020-08-25
13172,MJ18,9774-8032-8418-3768,sup75,95,37.76,18.74,2020-09-09
13173,SL14,9566-0320-4249-9203,sup24,7,95.78,24.04,2020-10-03
13174,WK72,0268-0555-4890-6730,sup78,4,57.35,21.88,2020-08-30
13175,UA98,5899-2193-7421-2771,sup24,4,27.17,11.78,2020-08-28
13176,XY83,4209-7529-8564-4512,sup90,62,29.42,16.05,2020-09-10
13177,HJ08,5614-6910-5954-2481,sup17,97,98.07,14.47,2020-08-27
13178,KF02,5281-3574-0045-0176,sup46,57,72.61,23.64,2020-08-21
13179,SM25,9727-8525-6731-2181,sup66,42,27.42,13.15,2020-08-30
13180,DF77,2256-8233-0677-0881,sup47,65,99.41,21.36,2020-09-22
13181,DW07,0274-7928-6075-5278,sup19,36,62.05,20.18,2020-08-22
13182,XS03,9757-2007-2677-3838,sup47,56,90.5,20.04,2020-09-17
13183,ZI40,0212-8848-7211-2205,sup92,41,87.78,18.18,2020-09-11
13184,ZR79,7268-4188-1601-2727,sup91,29,41.22,25.14,2020-08-17
13185,EC92,5891-7962-3789-2395,sup38,37,39.81,14.05,2020-09-11
13186,MH61,4587-8363-5383-6913,sup92,44,81.88,10.94,2020-10-13
13187,DZ19,1626-7187-8204-1679,sup97,22,69.96,21.13,2020-08-17
13188,KA43,2295-2324-4783-7996,sup34,70,71.42,16.4,2020-09-12
13189,VU81,9090-1773-4656-1255,sup44,43,53.97,12.85,2020-10-11
13190,RZ66,1213-4996-3492-4343,sup25,86,50.47,21.99,2020-08-31
13191,HA72,1067-1048-1908-0696,sup95,16,92.62,11.29,2020-09-10
13192,EO11,4917-6483-4670-6325,sup10,41,99.04,15.48,2020-10-02
13193,YH95,3160-6528-2268-4113,sup85,21,86.12,28.42,2020-08-30
13194,PV34,0197-3832-4454-7100,sup24,44,54.74,20.54,2020-08-31
13195,YN51,5836-0766-2352-6487,sup40,15,27.87,21.74,2020-08-20
13196,HU81,9431-3414-9441-1621,sup50,16,98.56,20.55,2020-09-16
13197,AM28,8550-6102-1815-0348,sup83,26,21.27,24.4,2020-10-01
13198,RB62,2561-5962-4222-0750,sup14,92,65.13,21.4,2020-09-23
13199,FO69,2388-9099-5596-0028,sup49,80,46.13,28.66,2020-10-13
13200,DP00,3440-1879-0761-0987,sup80,6,27.69,17.81,2020-10-05
13201,MJ42,8462-2459-8337-3540,sup52,4,56.43,28.82,2020-09-02
13202,HD23,1660-0061-9790-8759,sup34,59,85.6,11.88,2020-09-26
13203,HP54,9603-6258-9995-3361,sup44,30,47.88,14.55,2020-09-16
13204,XZ86,0351-9621-6187-3853,sup57,45,65.14,25.42,2020-09-20
13205,FG88,4777-7848-6128-9978,sup61,72,28.95,12.88,2020-09-14
13206,GW86,6339-7232-6862-2450,sup30,8,83.25,17.93,2020-09-17
13207,CL21,6367-9183-1899-4681,sup18,86,22.6,10.28,2020-09-25
13208,ZG02,2466-1101-4261-5868,sup83,7,25.75,27.85,2020-09-25
13209,RW86,2995-2310-1320-3122,sup70,86,67.55,23.86,2020-10-09
13210,GJ17,3045-9481-9530-8268,sup70,59,86.25,29.39,2020-08-19
13211,YA30,4926-8126-3674-6463,sup00,69,69.65,15.54,2020-08-14
13212,WC87,2398-1367-3895-5846,sup62,2,21.02,24.06,2020-08-25
13213,BR07,6270-2255-7103-3201,sup15,61,69.62,25.91,2020-09-27
13214,XS33,6905-2266-6805-6991,sup29,65,69.43,23.12,2020-10-10
13215,RC13,6123-7498-8382-8911,sup98,31,24.61,14.97,2020-08-23
13216,YR06,2081-2740-2642-7296,sup62,40,64.38,11.52,2020-08-26
13217,EV59,3481-2206-3156-4879,sup40,40,91.67,16.85,2020-09-10
13218,SP05,4985-0507-4215-4270,sup22,79,63.65,24.89,2020-09-25
13219,EM74,6497-2049-0947-2895,sup79,33,22.13,20.15,2020-10-06
13220,MD93,0852-6787-2633-6275,sup47,78,82.35,17.4,2020-08-18
13221,XU08,5457-3228-0928-4555,sup34,65,68.67,23.59,2020-10-04
13222,DB92,3929-3244-5312-4342,sup19,95,27.9,23.76,2020-09-15
13223,BZ22,8462-6357-6333-6264,sup67,2,32.85,15.26,2020-09-15
13224,DY43,5157-3604-2018-3414,sup88,54,32.74,25.35,2020-09-12
13225,GW87,1441-2314-4072-5355,sup73,33,86.54,20.4,2020-08-14
13226,RH07,6566-0199-6054-6972,sup69,52,23.51,16.06,2020-10-10
13227,AF60,7608-9307-1850-3093,sup18,63,32.76,13.92,2020-08-31
13228,LA42,2155-6320-8142-5093,sup06,13,58.11,29.68,2020-09-10
13229,EI94,0027-7425-5617-5659,sup97,56,53.78,25.55,2020-08-30
13230,XB24,1329-6254-1280-3231,sup55,99,55.48,19.45,2020-08-27
13231,VE31,9141-7247-6292-1709,sup55,62,21.23,25.02,2020-10-05
13232,ZG74,1799-0621-1455-0616,sup29,18,83.41,22.84,2020-09-29
13233,MT97,0205-9064-7935-3833,sup99,100,59.94,26.27,2020-09-27
13234,NI58,1891-1457-6701-4145,sup16,45,68.25,13.14,2020-10-13
13235,SO28,7850-1787-3269-5448,sup03,54,70.43,21.33,2020-08-25
13236,IX49,6984-5546-6416-1400,sup21,49,49.74,25.21,2020-09-17
13237,DD79,3222-6095-3711-0423,sup01,22,20.29,11.63,2020-08-19
13238,BC41,3681-6058-6928-4437,sup19,98,95.9,21.7,2020-09-30
13239,AS45,1292-9140-6548-3692,sup97,64,78.25,22.35,2020-10-03
13240,GJ09,1645-7634-4376-2321,sup18,8,21.98,16.92,2020-10-10
13241,PE80,4133-7149-4307-5999,sup45,27,53.35,14.13,2020-09-30
13242,MF47,2341-4637-5434-4768,sup48,20,58.12,20.25,2020-10-01
13243,TE71,8084-0163-4488-4644,sup46,92,25.75,15.32,2020-08-30
13244,VH65,1989-1678-9650-9234,sup34,45,42.9,26.02,2020-08-26
13245,TS54,2691-3878-5904-2473,sup48,86,28.47,23.89,2020-10-12
13246,DF60,4921-5155-6120-7572,sup60,73,45.61,13.49,2020-09-24
13247,HP79,3507-4109-4663-0850,sup47,30,25.69,11.42,2020-09-30
13248,KV53,3822-7992-0312-7339,sup94,23,42.7,22.49,2020-09-10
13249,BJ04,4101-7034-3386-0668,sup37,64,28.79,17.05,2020-09-05
13250,GZ04,9783-5550-8957-1672,sup76,35,51.2,26.36,2020-08-27
13251,VB62,5040-0825-4337-5024,sup36,93,47.08,24.03,2020-09-02
13252,TR63,2265-1540-6027-2835,sup33,88,38.91,11.97,2020-10-12
13253,CJ83,1962-4955-6063-0836,sup60,84,44.54,14.99,2020-09-04
13254,ZQ05,2844-6749-6634-3535,sup99,70,72.02,29.61,2020-08-22
13255,AM18,2979-5178-1641-9492,sup13,83,65.28,21.5,2020-09-16
13256,ID37,6840-0229-9637-4679,sup54,5,78.13,18.29,2020-09-09
13257,XN75,3008-6566-4810-8214,sup20,86,61.19,10.66,2020-09-22
13258,KK20,6816-1848-9322-3814,sup25,8,57.44,27.7,2020-09-08
13259,LI00,8330-2855-1752-8886,sup52,51,79.94,13.23,2020-08-20
13260,BN28,3560-9468-4470-3699,sup74,28,48.15,12.16,2020-10-05
13261,SA61,4759-6770-5556-4376,sup72,5,84.69,28.11,2020-09-09
13262,IL57,4907-4900-2359-1575,sup97,81,27.18,27.65,2020-09-10
13263,OC81,6921-4179-5739-3830,sup97,100,87.52,14.78,2020-09-22
13264,HF78,8727-5544-7812-2776,sup29,15,51.4,11.81,2020-09-17
13265,IW69,3938-3640-5323-5431,sup30,17,53.66,22.83,2020-08-29
13266,XD67,9059-2653-9867-6108,sup36,79,59.36,17.66,2020-08-30
13267,KL50,3765-6287-6497-2878,sup53,41,70.84,19.01,2020-08-20
13268,NC70,1119-2491-4483-6894,sup48,48,45.09,24.52,2020-09-02
13269,FM20,1167-6743-6225-4555,sup27,59,86.06,11.03,2020-08-20
13270,RF74,9945-8048-7247-5478,sup51,96,59.23,29.57,2020-09-02
13271,QF48,3406-6957-9468-0552,sup00,62,35.19,25.5,2020-10-10
13272,QR32,4141-9722-3244-7857,sup17,34,97.83,17.99,2020-09-21
13273,ZV07,5859-0926-7735-2469,sup06,17,34.91,18.68,2020-09-22
13274,II82,1378-1202-4277-3946,sup22,44,61.85,10.35,2020-09-26
13275,CB77,5238-5293-6419-5768,sup88,43,70.63,17.81,2020-09-03
13276,EB79,6789-1900-0934-4936,sup94,15,32.41,25.39,2020-08-28
13277,AE77,9783-5623-5411-7177,sup83,23,66.01,13.04,2020-09-15
13278,EZ63,8865-5552-6518-4100,sup07,39,56.28,20.29,2020-10-13
13279,NB64,5085-3677-0267-8768,sup25,25,58.22,11.95,2020-09-10
13280,IK82,4066-8034-2121-6090,sup67,28,84.42,14.62,2020-10-12
13281,OI48,2372-9979-7325-5882,sup18,22,51.16,16.54,2020-09-18
13282,FT25,0988-5597-9060-3566,sup24,57,85.36,14.66,2020-09-06
13283,JY12,3878-0646-0320-0288,sup46,22,66.25,17.81,2020-09-26
13284,FL49,2839-4136-2989-4178,sup65,93,98.25,25.42,2020-08-14
13285,AF45,6683-7573-6273-9992,sup61,70,84.0,16.52,2020-08-29
13286,QU62,9487-6388-9390-2800,sup25,52,32.31,14.06,2020-09-24
13287,SL65,2846-2567-0030-4566,sup44,54,26.31,10.14,2020-10-05
13288,WL67,5782-7529-8277-4334,sup76,97,52.03,15.28,2020-10-11
13289,VO27,0222-8605-0771-9478,sup29,50,81.14,10.22,2020-09-16
13290,IO77,9342-9743-0218-4087,sup00,84,80.63,27.11,2020-08-18
13291,RG45,8638-2909-7409-6838,sup77,16,57.06,17.74,2020-09-05
13292,MD74,4590-8484-4946-1262,sup57,81,71.57,20.9,2020-09-29
13293,SK06,1343-7439-4520-5847,sup09,85,59.81,29.62,2020-10-08
13294,AR20,6721-0443-9776-6101,sup14,48,39.62,21.39,2020-08-21
13295,YS62,4272-9907-0338-9679,sup92,63,57.52,20.45,2020-08-31
